model_index_id,me_name,release_id,bundle_id,bundle_version_id,crosswalk_version_id,modelable_entity_id,location_set_id,year_start,year_end,metric_id,data_transform,prediction_age_group_ids,prediction_sex_ids,prediction_units,description,gbd_covariates,stage_1_model_formula,density_cutoffs,st_version,st_lambda,st_omega,st_zeta,time_correlation_scale,gpr_scale,agg_level_4_to_3,agg_level_5_to_4,add_nsv,rake_logit,gpr_draws,path_to_data,path_to_custom_stage_1,transform_offset,notes
73,Percent deliveries in primary facility of any sector,33,10635,49716,47863,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,first try pipeline-dif custom priors,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/prim_any/02_linear_oos/alpha_2025-02-28/prim_any_custom_prior_2025_02_28.csv,,
74,Percent deliveries in public primary facilities,33,10556,49713,47858,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,first try pipeline,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/pub_prim/02_linear_oos/alpha_2025-02-28/pub_prim_custom_prior_2025_02_28.csv,,
75,Percent deliveries in private hospital,33,10554,49712,47857,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,first try pipeline,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/priv_hosp/02_linear_oos/alpha_2025-02-28/priv_hosp_custom_prior_2025_02_28.csv,,
76,Percent deliveries in hospital of any sector,33,10634,49723,47888,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-03/hosp_any_custom_prior_2025_03_03.csv,0.001,
77,Percent deliveries in private (for-profit) primary facilities,33,10557,49722,47887,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-03/priv_prim_custom_prior_2025_03_03.csv,0.001,
78,Percent deliveries in public hospital,33,10530,49720,47884,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-03/pub_hosp_custom_prior_2025_03_03.csv,,
79,Percent deliveries in primary facility of any sector,33,10635,49724,47889,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/prim_any/02_linear_oos/alpha_2025-03-03/prim_any_custom_prior_2025_03_03.csv,,
80,Percent deliveries in public primary facilities,33,10556,49721,47886,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-03/pub_prim_custom_prior_2025_03_03.csv,,
81,Percent deliveries in private hospital,33,10554,49725,47885,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-03/priv_hosp_custom_prior_2025_03_03.csv,,
82,Percent deliveries in hospital of any sector,33,10634,49723,47918,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,2nd try pipeline: IND fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/st-gpr/02_models/hosp_any/02_linear_oos/alpha_2024-12-19/hosp_any_custom_prior_2024_12_19.csv,,
83,Percent deliveries in hospital of any sector,33,10634,49790,47930,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-09/hosp_any_custom_prior_2025_03_09.csv,0.001,
84,Percent deliveries in private (for-profit) primary facilities,33,10557,49789,47929,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-09/priv_prim_custom_prior_2025_03_09.csv,0.001,
85,Percent deliveries in public hospital,33,10530,49786,47926,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-09/pub_hosp_custom_prior_2025_03_09.csv,,
86,Percent deliveries in primary facility of any sector,33,10635,49791,47931,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-09/prim_any_custom_prior_2025_03_09.csv,,
87,Percent deliveries in public primary facilities,33,10556,49788,47928,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-09/pub_prim_custom_prior_2025_03_09.csv,,
88,Percent deliveries in private hospital,33,10554,49787,47927,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,3/09 questionnaire fixes,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-09/priv_hosp_custom_prior_2025_03_09.csv,,
89,Percent deliveries in hospital of any sector,33,10634,49822,47995,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr/hosp_any/02_linear_oos/alpha_2025-03-16/hosp_any_custom_prior_2025_03_16.csv,0.001,
90,Percent deliveries in private (for-profit) primary facilities,33,10557,49821,47993,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-16/priv_prim_custom_prior_2025_03_16.csv,0.001,
91,Percent deliveries in public hospital,33,10530,49818,47991,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-16/pub_hosp_custom_prior_2025_03_16.csv,,
92,Percent deliveries in primary facility of any sector,33,10635,49823,47996,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-16/prim_any_custom_prior_2025_03_16.csv,,
93,Percent deliveries in public primary facilities,33,10556,49820,47994,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-16/pub_prim_custom_prior_2025_03_16.csv,,
94,Percent deliveries in private hospital,33,10554,49819,47992,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,3/16 mex data,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-16/priv_hosp_custom_prior_2025_03_16.csv,,
95,Percent deliveries in hospital of any sector,33,10634,49841,48028,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-19/hosp_any_custom_prior_2025_03_19.csv,0.001,
96,Percent deliveries in private (for-profit) primary facilities,33,10557,49838,48023,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-19/priv_prim_custom_prior_2025_03_19.csv,0.001,
97,Percent deliveries in public hospital,33,10530,49835,48020,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-19/pub_hosp_custom_prior_2025_03_19.csv,,
98,Percent deliveries in primary facility of any sector,33,10635,49842,48029,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-19/prim_any_custom_prior_2025_03_19.csv,,
99,Percent deliveries in public primary facilities,33,10556,49837,48022,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-19/pub_prim_custom_prior_2025_03_19.csv,,
100,Percent deliveries in private hospital,33,10554,49836,48021,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,3/19 IND data updates,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-19/priv_hosp_custom_prior_2025_03_19.csv,,
101,Percent deliveries in hospital of any sector,33,10634,49841,48048,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-19/hosp_any_custom_prior_2025_03_19.csv,0.001,
102,Percent deliveries in private (for-profit) primary facilities,33,10557,49838,48047,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-19/priv_prim_custom_prior_2025_03_19.csv,0.001,
103,Percent deliveries in public hospital,33,10530,49835,48044,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-19/pub_hosp_custom_prior_2025_03_19.csv,,
104,Percent deliveries in primary facility of any sector,33,10635,49842,48049,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-19/prim_any_custom_prior_2025_03_19.csv,,
105,Percent deliveries in public primary facilities,33,10556,49837,48046,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-19/pub_prim_custom_prior_2025_03_19.csv,,
106,Percent deliveries in private hospital,33,10554,49836,48045,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,"3/20 outlier 45777, egypt fix","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180","6, 163",,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-19/priv_hosp_custom_prior_2025_03_19.csv,,
107,Percent deliveries in hospital of any sector,33,10634,49875,48181,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-25/hosp_any_custom_prior_2025_03_25.csv,0.001,
