"GHDx Record ID","GHDx Record Title","GHDx Record URL","Data provider","Data Provider URL","Series","Geography","Data type","Time period covered","Summary","Ongoing Coverage","Suggested citation"
162317,"Nepal Multiple Indicator Cluster Survey 2014","/record/nepal-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Nepal","Survey","02/2014 to 06/2014","The Nepal Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning, and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the Nepal 2014 MICS, 14,162 women ages 15-49 from 14,162 households were successfully interviewed. Additionally, 5,349 questionnaires for children under five years of age were completed and 1,492 water quality tests were conducted.
",NA,"Central Bureau of Statistics (Nepal), United Nations Children's Fund (UNICEF). Nepal Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
165290,"Bhutan Health Survey 2012-2013","/record/bhutan-health-survey-2012-2013","Ministry of Health (Bhutan)","http://www.health.gov.bt/national-health-survey/","Bhutan Health Survey","Bhutan","Survey","11/2012 to 02/2013","The purpose of this survey was to track national trends in health, health care access, monitor childhood immunizations, and examine violence toward women. This round of the survey also introduced questions on rising health challenges that included risk factors for non-communicable diseases. The data were collected through in-person household and individual questionnaires. The sample size for the household questionnaire was 13,256 households.
The single respondent questionnaires included the individual questionnaire for persons ages 10-75 years. This questionnaire had a sample size of 39,789 persons. Other individual questionnaires included one for women ages 10-49 years, one on the topic of violence for females ages 10-75 years, and a multi-part immunization questionnaire. The immunization questionnaire asked about vaccine histories of children ages 12-24 months, tetanus toxoid vaccination in women who had become pregnant in the last 12 months, and HPV vaccines in girls at the age of 13 years.
",NA,"Ministry of Health (Bhutan), National Statistics Bureau (Bhutan), United Nations Population Fund (UNFPA). Bhutan Health Survey 2012-2013.
"
165498,"India Human Development Survey 2011-2013","/record/india-human-development-survey-2011-2013","Inter-university Consortium for Political and Social Research (ICPSR)","http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/36151","India Human Development Survey (IHDS)","India","Survey","01/2011 to 05/2013","The India Human Development Survey (IHDS) is a nationally representative longitudinal panel survey. For the 2011-2013 IHDS (also referred to as the 2011-2012 IDHS-II), 204,569 individuals from 42,152 households were surveyed. Additionally, data was collected on 23,327 medical facilities, 4,267 schools, and 1,410 villages.
",NA,"Desai, Sonalde, and Reeve Vanneman. India Human Development Survey-II (IHDS-II), 2011-12. ICPSR36151-v5. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2016-08-01. http://doi.org/10.3886/ICPSR36151.v5
"
165625,"Cambodia Socio-Economic Survey 2010","/record/cambodia-socio-economic-survey-2010","National Institute of Statistics (Cambodia)","https://nada-nis.gov.kh/index.php/catalog/15","Cambodia Socio-Economic Survey","Cambodia","Survey","01/2010 to 12/2010","The purpose of the Cambodian Socio-Economic Survey (CSES) is to collect data that capture household conditions and the degree of poverty. The data were collected through a household questionnaire and a village questionnaire. The main themes of the questionnaires were demographics, living conditions, agriculture, labor, health, victimization, household income, and household consumption.
Household questionnaires were answered through in-home in-person interviews. The sample size was 3,600 households. The village questionnaires were answered through in-person interviews with head members of each community.
",NA,"National Institute of Statistics (Cambodia), Statistics Sweden. Cambodia Socio-Economic Survey 2010. Phnom Penh, Cambodia: National Institute of Statistics (Cambodia).
"
165626,"Cambodia Socio-Economic Survey 2011","/record/cambodia-socio-economic-survey-2011","National Institute of Statistics (Cambodia)","https://nada-nis.gov.kh/index.php/catalog/16","Cambodia Socio-Economic Survey","Cambodia","Survey","01/2011 to 12/2011","The purpose of the Cambodian Socio-Economic Survey (CSES) is to collect data that capture household conditions and the extent of poverty. The data were collected through a household questionnaire and a village questionnaire. The main themes of the questionnaires were demographics, living conditions, agriculture, labor, health, nutrition, victimization, household income, and household consumption.
Household questionnaires were answered through in-home in-person interviews. The sample size was 3,600 households. The village questionnaires were answered through in-person interviews with head members of each community.
",NA,"National Institute of Statistics (Cambodia), Statistics Sweden. Cambodia Socio-Economic Survey 2011. Phnom Penh, Cambodia: National Institute of Statistics (Cambodia).
"
165627,"Cambodia Socio-Economic Survey 2012","/record/cambodia-socio-economic-survey-2012","National Institute of Statistics (Cambodia)","https://nada-nis.gov.kh/index.php/catalog/17","Cambodia Socio-Economic Survey","Cambodia","Survey","01/2012 to 12/2012","The purpose of the Cambodian Socio-Economic Survey (CSES) is to collect data that capture household conditions and the extent of poverty. The data were collected through a household questionnaire and a village questionnaire. The main themes of the questionnaires were demographics, living conditions, agriculture, labor, health, nutrition, victimization, household income, and household consumption.
The sample size for this survey was 3,840 households. Household questionnaires were answered through in-home in-person interviews. The village questionnaires were answered through in-person interviews with head members of each community.
",NA,"Ministry of Planning (Cambodia), National Institute of Statistics (Cambodia). Cambodia Socio-Economic Survey 2012. Phnom Penh, Cambodia: National Institute of Statistics (Cambodia).
"
165628,"Cambodia Socio-Economic Survey 2013","/record/cambodia-socio-economic-survey-2013","National Institute of Statistics (Cambodia)","https://nada-nis.gov.kh/index.php/catalog/18","Cambodia Socio-Economic Survey","Cambodia","Survey","01/2013 to 12/2013","The purpose of the Cambodian Socio-Economic Survey (CSES) is to collect data that capture household conditions and the extent of poverty. The data were collected through a household questionnaire and a village questionnaire. The main themes of the questionnaires were demographics, living conditions, agriculture, labor, health, nutrition, victimization, household income, and household consumption.
The sample size for this survey was 3,600 households. Household questionnaires were answered through in-home in-person interviews. The village questionnaires were answered through in-person interviews with head members of each community.
",NA,"National Institute of Statistics (Cambodia), Statistics Sweden. Cambodia Socio-Economic Survey 2013. Phnom Penh, Cambodia: National Institute of Statistics (Cambodia).
"
165645,"Dominican Republic Special Demographic and Health Survey 2013","/record/dominican-republic-special-demographic-and-health-survey-2013","Demographic and Health Surveys Program (DHS)","http://www.dhsprogram.com/what-we-do/survey/survey-display-490.cfm","DHS Special Demographic and Health Survey (Special DHS), DHS Program Surveys","Dominican Republic","Survey","07/2013 to 10/2013","The 2013 Dominican Republic Special Demographic and Health Survey, also known as the 2013 Sociodemographic and HIV/AIDS survey in the Bateyes of the Dominican Republic (BATEYES 2013) was conducted in conjunction with the 2013 Dominican Republic Demographic and Health Survey (DHS). The 2013 Dominican Republic Special DHS is part of phase 6 of the DHS series and is representative of the total of the Batey villages in the Dominican Republic. The questionnaires for the Bateyes sample are the same used in the 2013 Dominican Republic DHS. 1,707 women ages 15-49 and 2,101 men ages 15-59 were interviewed from 2,569 households.
",NA,"Center for Social and Demographic Studies (Dominican Republic) (CESDEM), ICF International, National Public Health Laboratory (Dominican Republic). Dominican Republic Special Demographic and Health Survey 2013. Fairfax, United States of America: ICF International, 2015.
"
165740,"Kenya Urban Reproductive Health Initiative Baseline Household Survey 2010","/record/kenya-urban-reproductive-health-initiative-baseline-household-survey-2010","Kenya National Bureau of Statistics","http://statistics.knbs.or.ke/nada/index.php/catalog/33","","Kenya, Kakamega, Kisumu, Machakos, Mombasa, Nairobi City","Survey","09/2010 to 11/2010","",NA,"Kenya National Bureau of Statistics. Kenya Urban Reproductive Health Initiative Baseline Household Survey 2010.
"
165908,"Pakistan Social and Living Standards Measurement Survey 2008-2009","/record/pakistan-social-and-living-standards-measurement-survey-2008-2009","Pakistan Bureau of Statistics","http://www.pbs.gov.pk/content/pakistan-social-and-living-standards-measurement-survey-pslm-2008-09-provincial-district","Pakistan Social and Living Standard Measurement Survey (PSLM)","Pakistan","Survey","08/2008 to 04/2009","The purpose of the 2008-2009 Pakistan Social and Living Standards Measurement Survey (PSLM) was to investigate the social issues, behavioral practices, and health status of households. This data was gathered in order to develop indicators to compare with past rounds of the PSLM so that trends could be observed. The indicators produced by this survey were also developed to monitor progress toward Pakistan's Millennium Development Goals (MDG).
The data were collected through interviews in the home. The main topic areas explored were health, water supply, sanitation, and education.
The sample size for this survey was 75,188 households within rural and urban areas throughout the four provinces of Pakistan.
",NA,"Pakistan Bureau of Statistics. Pakistan Social and Living Standards Measurement Survey 2008-2009. Islamabad, Pakistan: Pakistan Bureau of Statistics.
"
169975,"Cuba Multiple Indicator Cluster Survey 2014","/record/cuba-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Cuba","Survey","02/2014 to 09/2014","The Cuba Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the 2014 Cuba MICS, 8,995 women and 3,636 men, ages 15-49 were successfully interviewed from 9,494 households. Additionally, 5,667 questionnaires for children under five were completed.
",NA,"Ministry of Public Health (Cuba), National Office of Statistics (Cuba), United Nations Children's Fund (UNICEF). Cuba Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2005.
"
174049,"Guinea-Bissau Multiple Indicator Cluster Survey 2014","/record/guinea-bissau-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Guinea-Bissau","Survey","03/2014 to 07/2014","The Guinea-Bissau Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. 10,234 women and 4,232 men ages 15-49 from 6,601 households were successfully interviewed. 7,573 questionnaires for children under five were completed.
",NA,"National Statistics Institute (Guinea-Bissau), United Nations Children's Fund (UNICEF). Guinea-Bissau Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
189045,"Mongolia - Khuvsgul Multiple Indicator Cluster Survey 2012","/record/mongolia-khuvsgul-multiple-indicator-cluster-survey-2012","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Mongolia, Hövsgöl","Survey","08/2012 to 09/2012","The Khuvsgul Aimag Multiple Indicator Cluster Survey (MICS) 2012 is part of MICS4, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2012 Khuvsgul MICS, 1,727 women and 1,417 men ages 15-49 were successfully interviewed from 1,982 households. Additionally, 817 questionnaires for children under five and 1,850 questionnaires for children ages 2-14 were completed.
",NA,"National Statistical Office of Mongolia, Statistics Department of Khuvsgul Aimag (Mongolia), United Nations Children's Fund (UNICEF). Mongolia - Khuvsgul Multiple Indicator Cluster Survey 2012. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
189048,"Mongolia - Nalaikh District Multiple Cluster Indicator Survey 2012","/record/mongolia-nalaikh-district-multiple-cluster-indicator-survey-2012","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Mongolia, Ulaanbaatar","Survey","07/2012 to 08/2012","The Nalaikh District Multiple Indicator Cluster Survey (MICS) 2012 is part of MICS4, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2012 Nalaikh MICS, 889 women and 705 men ages 15-49 were successfully interviewed from 949 households. Additionally, 429 questionnaires for children under five, and 894 questionnaires for children ages 2-14 were completed. The Nalaikh district is located within the municipality of Ulaanbaatar.
",NA,"National Statistical Office of Mongolia, Statistics Department, Governor’s Office of the Nalaikh (Mongolia), United Nations Children's Fund (UNICEF). Mongolia - Nalaikh District Multiple Cluster Indicator Survey 2012. New York, United States of America: United Nations Children's Fund (UNICEF), 2017.
"
191270,"Senegal Continuous Demographic and Health Survey 2014","/record/senegal-continuous-demographic-and-health-survey-2014","Demographic and Health Surveys Program (DHS)","http://www.dhsprogram.com/what-we-do/survey/survey-display-457.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Senegal","Survey","01/2014 to 10/2014","The 2014 Senegal Continuous Demographic and Health Survey (DHS) is part of phase 7 of the Demographic and Health Survey (DHS) series, a comprehensive, nationally representative household survey series, and is the second survey in a five phase series of surveys planned to take place regularly from 2012-2017. Information on demographics, child and maternal health, child nutrition, immunization, and health behavior was successfully collected from a sample of 8,488 women ages 15-49 and 3,371 men ages 15-59 from 4,231 households.
",NA,"Cheikh Anta Diop University, ICF International, National Agency of Statistics and Demography (Senegal). Senegal Continuous Demographic and Health Survey 2014. Fairfax, United States of America: ICF International.
"
194011,"Barbados Multiple Indicator Cluster Survey 2012","/record/barbados-multiple-indicator-cluster-survey-2012","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Barbados","Survey","04/2012 to 05/2012","The Barbados Multiple Cluster Indicator Survey (MICS) 2012 is part of MICS4, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. 1,543 women ages 15-49 from 2,872 households were successfully interviewed. 465 questionnaires for children under five were completed. Men were not included in the survey sample.
",NA,"Barbados Statistical Service, United Nations Children's Fund (UNICEF). Barbados Multiple Indicator Cluster Survey 2012. New York, United States of America: United Nations Children's Fund (UNICEF).
"
195010,"Brazil National Survey of Health 2013","/record/brazil-national-survey-health-2013","Brazilian Institute of Geography and Statistics (IBGE)","http://www.ibge.gov.br/home/estatistica/populacao/pns/2013/default_microdados.shtm","Brazil National Health Survey","Brazil, Acre, Alagoas, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Piauí, Rio Grande do Norte, Rio Grande do Sul, Rio de Janeiro, Rondônia, Roraima, Santa Catarina, Sergipe, São Paulo, Tocantins","Survey","01/2013 to 12/2013","The Brazil National Health Survey 2013 expanded on the National Household Sample Survey (PNAD) series to include modules on health access, use of health services, and lifestyle.
The survey was conducted to monitor the health conditions and behaviors of the national population, to assist with surveillance of noncommunicable chronic diseases and associated risk factors, and to evaluate the distribution of health services and resources.
Out of a sample of 81,767 households, a total of 62,986 households were successfully interviewed. A subsample of participants were measured for height, weight, and waist circumference. They had blood pressure taken and biological samples (blood and urine) collected for testing.
Topics covered in the survey included: sociodemographic characteristics, diet, physical activity, interpersonal violence, reproductive health, consumption of alcohol and tobacco, and reporting of chronic diseases.
",NA,"Brazilian Institute of Geography and Statistics (IBGE), Ministry of Health (Brazil), Ministry of Planning, Budget, and Management (Brazil). Brazil National Survey of Health 2013. Rio de Janeiro, Brazil: Brazilian Institute of Geography and Statistics (IBGE).
"
200598,"Guyana Multiple Indicator Cluster Survey 2014","/record/guyana-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Guyana","Survey","04/2014 to 06/2014","The Guyana Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS round 5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the 2014 Guyana MICS, 5,076 women ages 15-49 and 1,682 men ages 15-49 were successfully interviewed from 5,077 households. Additionally, 3,358 questionnaires for children under five were completed.
",NA,"Bureau of Statistics (Guyana), Ministry of Health (Guyana), United Nations Children's Fund (UNICEF). Guyana Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
200617,"Sudan Multiple Indicator Cluster Survey 2014","/record/sudan-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Sudan","Survey","08/2014 to 11/2014","The Sudan Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the 2014 Sudan MICS, 18,302 women ages 15-49 were successfully interviewed from 16,801 households. Additionally, 14,081 questionnaires for children under five were completed. Men were not included in the survey sample.
",NA,"Central Bureau of Statistics (Sudan), Federal Ministry of Health (Sudan), United Nations Children's Fund (UNICEF). Sudan Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
200636,"El Salvador Multiple Indicator Cluster Survey 2014","/record/el-salvador-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","El Salvador","Survey","03/2014 to 09/2014","The El Salvador Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2014 El Salvador MICS, 13,350 women ages 15-49 were successfully interviewed from 12,507 households. Additionally, 7,340 questionnaires for children under five were completed.
",NA,"General Administration of Statistics and Censuses (El Salvador), Ministry of Health (El Salvador), United Nations Children's Fund (UNICEF). El Salvador Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2017.
"
200697,"Dominican Republic Multiple Indicator Cluster Survey 2014","/record/dominican-republic-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys, Dominican Republic National Multipurpose Household Survey","Dominican Republic","Survey","06/2014 to 08/2014","The Dominican Republic Multiple Cluster Indicator Survey (MICS) 2014, also called the Dominican Republic National Multipurpose Household Survey 2014, is part of MICS5, an international survey initiative to monitor the situation of children and women. The survey is also part of the Dominican Republic National Multipurpose Household Survey series. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs). For the 2014 Dominican Republic MICS, 29,200 women ages 15-49 were successfully interviewed from 31,167 households. Additionally, 29,200 questionnaires for children under five were completed. Men were not included in the survey. Reports for this survey may also be available through the Dominican Republic's National Statistics Office.
",NA,"National Statistics Office (Dominican Republic), United Nations Children's Fund (UNICEF). Dominican Republic Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
200707,"Swaziland Multiple Indicator Cluster Survey 2014","/record/swaziland-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Eswatini","Survey","03/2014 to 10/2014","The Swaziland Multiple Cluster Indicator Survey (MICS) 2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2014 Swaziland MICS, 4,762 women ages 15-49 and 1,459 men ages 15-59 were successfully interviewed from 4,865 households. Additionally, 2,728 questionnaires for children under five were completed.
",NA,"Central Statistical Office (Swaziland), United Nations Children's Fund (UNICEF), United Nations Educational, Scientific and Cultural Organization (UNESCO), United Nations Population Fund (UNFPA). Swaziland Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
203654,"Kenya - Bungoma County Multiple Indicator Survey 2013-2014","/record/kenya-bungoma-county-multiple-indicator-survey-2013-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Kenya, Bungoma","Survey","11/2013 to 01/2014","The Kenya - Bungoma County Multiple Indicator Survey (MICS) 2013-2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2013-2014 Kenya - Bungoma County MICS, 1,213 women ages 15-49 were successfully interviewed from 1,246 households. Additionally, 846 questionnaires for children under five were completed.
",NA,"Kenya National Bureau of Statistics, Population Studies and Research Institute, University of Nairobi (Kenya), United Nations Children's Fund (UNICEF). Kenya - Bungoma County Multiple Indicator Survey 2013-2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
203663,"Kenya - Kakamega County Multiple Indicator Survey 2013-2014","/record/kenya-kakamega-county-multiple-indicator-survey-2013-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Kenya, Kakamega","Survey","11/2013 to 01/2014","The Kenya - Kakamega County Multiple Indicator Survey (MICS) 2013-2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2013-2014 Kenya - Kakamega County MICS, 998 women ages 15-49 were successfully interviewed from 1,221 households. Additionally, 806 questionnaires for children under five were completed.
",NA,"Kenya National Bureau of Statistics, Population Studies and Research Institute, University of Nairobi (Kenya), United Nations Children's Fund (UNICEF). Kenya - Kakamega County Multiple Indicator Survey 2013-2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
203664,"Kenya - Turkana County Multiple Indicator Survey 2013-2014","/record/kenya-turkana-county-multiple-indicator-survey-2013-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Kenya, Turkana","Survey","11/2013 to 01/2014","The Kenya - Turkana County Multiple Indicator Survey (MICS) 2013-2014 is part of MICS5, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2013-2014 Kenya - Turkana County MICS, 1,104 women ages 15-49 were successfully interviewed from 1,277 households. Additionally, 1,067 questionnaires for children under five were completed.
",NA,"Kenya National Bureau of Statistics, Population Studies and Research Institute, University of Nairobi (Kenya), United Nations Children's Fund (UNICEF). Kenya - Turkana County Multiple Indicator Survey 2013-2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
206075,"Benin Multiple Indicator Cluster Survey 2014","/record/benin-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Benin","Survey","07/2014 to 09/2014","Part of MICS5, the Benin Multiple Cluster Indicator Survey (MICS) 2014 is a nationally representative household survey. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the 2014 Benin MICS, 15,815 women ages 15-49 and 4,371 men ages 15-49 were interviewed from 14,077 households. Additionally, 12,250 child under 5 questionnaires were completed.
",NA,"National Institute of Statistics and Economic Analysis (INSAE) (Benin), United Nations Children's Fund (UNICEF). Benin Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2017.
"
210182,"Peru Continuous Demographic and Health Survey 2014 - INEI","/record/peru-continuous-demographic-and-health-survey-2014-inei","National Institute of Statistics and Informatics (Peru)","http://iinei.inei.gob.pe/microdatos/#sthash.rlEej7D7.dpuf","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys, DHS Peru Continuous DHS","Peru","Survey","03/2014 to 12/2014","The Peru Continuous Demographic and Health Survey 2014 is part of phase 7 of the Demographic and Health Survey (DHS) series, a comprehensive, nationally representative household survey series. The Peru Continuous DHS has been conducted annually in Peru since 2003.  Information on child and maternal health, child nutrition, immunization, and health behavior was successfully collected from a sample of 24,872 women ages 15-49 from 28,887 households were interviewed in 2014. Men were not included in the sample. Data and some reports are released through the National Institute of Statistics and Informatics (INEI).
Final report is available directly from DHS.
",NA,"ICF International, Ministry of Health (Peru), National Institute of Statistics and Informatics (Peru), National Police of Peru (PNP). Peru Continuous Demographic and Health Survey 2014 - INEI. Lima, Peru: National Institute of Statistics and Informatics (Peru), 2015.
"
214640,"Sao Tome and Principe Multiple Indicator Cluster Survey 2014","/record/sao-tome-and-principe-multiple-indicator-cluster-survey-2014","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys, MICS Program Surveys","Sao Tome and Principe","Survey","04/2014 to 06/2014","The Sao Tome and Principe Multiple Cluster Indicator Survey (MICS) 2014 is part of Multiple Cluster Indicator Survey (MICS) series phase 5, and the Demographic and Health Survey (DHS) series, phase 7. MICS provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2014 Sao Tome and Principe MICS, 2,935 women ages 15-49 and 2,267 men ages 15-49 were successfully interviewed from 3,492 households. Additionally, 2,030 questionnaires for children under 5 were completed. Blood tests were conducted for the presence of HIV infection in men and women ages 15-49, malaria in children ages 6-59 months, and anemia in women ages 15-49 and children ages 6-59 months.
The biomarker data report is also available from the Demographic and Health Surveys Program.
",NA,"Global Fund to Fight Aids Tuberculosis and Malaria (GFATM), ICF International, National Center for Endemic Diseases (CNE) (Sao Tome and Principe), National Institute of Statistics (Sao Tome and Principe), United Nations Children's Fund (UNICEF), United Nations Development Programme (UNDP). Sao Tome and Principe Multiple Indicator Cluster Survey 2014. New York, United States of America: United Nations Children's Fund (UNICEF), 2016.
"
214734,"Uruguay Multiple Indicator Cluster Survey 2012-2013","/record/uruguay-multiple-indicator-cluster-survey-2012-2013","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Uruguay","Survey","11/2012 to 11/2013","The Uruguay Multiple Cluster Indicator Survey (MICS) 2012-2013 is part of MICS4, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning and knowledge of HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education and mortality. For the 2012-2013 Uruguay MICS, 2,753 women ages 15-49 were successfully interviewed from 3,568 households. Additionally, 1,599 questionnaires for children under 5 were completed.
",NA,"Ministry of Social Development (Uruguay), United Nations Children's Fund (UNICEF). Uruguay Multiple Indicator Cluster Survey 2012-2013. New York, United States of America: United Nations Children's Fund (UNICEF), 2015.
"
